Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Players,Season,ALL_STAR
De'Aaron Fox,PG,22,SAC,45,43,31.7,7.3,15.4,.475,1.0,3.4,.307,6.3,12.0,.523,.509,4.8,6.8,.703,0.7,3.4,4.0,6.8,1.4,0.5,3.1,2.9,20.4,1426,20.3,.556,.221,.442,2.3,12.3,7.2,35.4,2.2,1.5,14.6,29.6,,2.1,1.3,3.5,.117,,2.1,-0.3,1.8,1.4,,,NO
Melvin Frazier,SG,23,ORL,15,0,3.4,0.4,1.1,.353,0.3,0.5,.571,0.1,0.7,.200,.471,0.1,0.3,.500,0.1,0.2,0.3,0.1,0.3,0.1,0.2,0.5,1.2,51,7.5,.480,.412,.235,2.0,6.5,4.2,2.8,3.8,3.5,13.8,18.5,,-0.1,0.1,0.0,.003,,-6.0,1.5,-4.5,0.0,,,NO
Michael Frazier,SG,25,HOU,8,0,8.3,0.5,1.4,.364,0.3,1.0,.250,0.3,0.4,.667,.455,0.5,0.8,.667,0.1,0.3,0.4,0.1,0.3,0.0,0.3,1.6,1.8,66,2.4,.513,.727,.545,1.6,3.2,2.4,1.9,1.4,0.0,12.8,9.8,,0.0,0.0,0.0,.016,,-7.9,-0.9,-8.8,-0.1,,,NO
Tim Frazier,PG,29,DET,27,11,13.1,1.3,3.5,.362,0.4,1.1,.333,0.9,2.4,.375,.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,,-0.1,0.2,0.1,.016,,-2.9,-1.6,-4.5,-0.2,,,NO
Markelle Fultz,PG,21,ORL,64,59,28.3,5.0,10.6,.473,0.5,1.8,.254,4.5,8.7,.520,.496,1.6,2.2,.723,0.5,2.8,3.3,5.2,1.3,0.2,2.0,2.0,12.1,1813,14.4,.523,.175,.209,2.0,10.9,6.3,28.8,2.2,0.5,15.1,20.7,,0.8,1.9,2.7,.071,,-1.9,0.2,-1.7,0.1,,,NO
Wenyen Gabriel,PF,22,TOT,28,1,7.5,0.7,1.6,.435,0.2,0.7,.300,0.5,0.9,.538,.500,0.5,0.7,.700,0.6,1.0,1.6,0.3,0.4,0.2,0.6,1.3,2.1,210,9.6,.547,.435,.435,9.1,14.0,11.6,5.0,2.3,2.5,22.6,14.5,,0.0,0.2,0.2,.043,,-3.9,0.0,-3.9,-0.1,,,NO
Wenyen Gabriel,PF,22,SAC,11,0,5.5,0.5,1.5,.353,0.1,0.7,.125,0.5,0.8,.556,.382,0.5,0.9,.600,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7,61,7.5,.444,.471,.588,7.2,11.4,9.2,6.7,2.4,3.1,18.9,18.9,,-0.1,0.1,0.0,-0.027,,-4.4,0.5,-3.9,0.0,,,NO
Wenyen Gabriel,PF,22,POR,17,1,8.8,0.8,1.7,.483,0.3,0.7,.417,0.5,1.0,.529,.569,0.5,0.6,.800,0.8,1.3,2.1,0.3,0.4,0.2,0.6,1.6,2.4,149,10.5,.614,.414,.345,9.9,15.1,12.5,4.3,2.2,2.3,24.8,12.6,,0.1,0.1,0.2,.072,,-3.7,-0.2,-3.9,-0.1,,,NO
Daniel Gafford,C,21,CHI,43,7,14.2,2.2,3.1,.701,0.0,0.0,,2.2,3.1,.701,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,609,16.2,.686,.000,.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,,1.1,0.8,1.8,.146,,-2.8,1.5,-1.3,0.1,,,NO
Danilo Gallinari,PF,31,OKC,55,55,30.7,6.0,13.6,.439,3.0,7.3,.409,3.0,6.3,.474,.549,4.3,4.8,.886,0.6,4.9,5.5,2.1,0.7,0.1,1.3,1.2,19.2,1690,19.4,.611,.538,.352,2.2,17.1,9.9,10.5,1.2,0.2,7.5,24.4,,4.1,1.6,5.7,.163,,4.1,-0.9,3.2,2.2,,,NO
Langston Galloway,SG,28,DET,66,6,25.8,3.6,8.2,.435,2.0,5.0,.399,1.6,3.2,.493,.557,1.1,1.3,.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.1,-0.9,-0.8,0.5,,,NO
Darius Garland,PG,20,CLE,59,59,30.9,4.7,11.8,.401,1.8,5.0,.355,3.0,6.8,.434,.476,1.1,1.2,.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,1824,8.5,.498,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,,-1.3,0.0,-1.3,-0.035,,-2.7,-2.9,-5.6,-1.7,,,NO
Marc Gasol,C,35,TOR,36,35,27.5,2.8,6.6,.419,1.4,3.5,.402,1.3,3.0,.440,.528,0.7,1.0,.722,0.8,5.5,6.3,3.4,0.8,0.9,1.2,2.8,7.6,990,11.9,.546,.538,.153,3.2,20.8,12.2,16.9,1.3,3.2,14.6,12.7,,0.9,1.8,2.7,.128,,-0.9,2.7,1.8,0.9,,,NO
Rudy Gay,PF,33,SAS,60,5,21.5,3.7,8.4,.442,1.0,3.1,.314,2.7,5.3,.517,.500,1.7,1.9,.876,0.9,4.4,5.4,1.7,0.4,0.5,1.3,1.5,10.0,1287,14.4,.545,.369,.225,4.7,22.3,13.5,11.3,1.0,1.9,12.4,21.3,,0.6,0.9,1.5,.054,,-0.5,-1.0,-1.5,0.2,,,NO
Paul George,SF,29,LAC,42,42,29.1,6.9,16.0,.432,3.2,7.9,.399,3.8,8.1,.463,.530,3.9,4.5,.882,0.5,5.2,5.7,3.9,1.3,0.5,2.7,2.4,21.0,1222,20.5,.582,.494,.277,1.9,18.1,10.2,21.2,2.2,1.4,13.0,29.6,,1.9,2.0,3.9,.153,,3.4,1.1,4.5,2.0,,,NO
Taj Gibson,C,34,NYK,62,56,16.5,2.7,4.6,.584,0.1,0.2,.286,2.6,4.4,.599,.591,0.7,0.9,.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,1025,16.1,.610,.049,.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,,1.8,0.8,2.6,.120,,-0.7,-0.4,-1.1,0.2,,,NO
Harry Giles,PF,21,SAC,38,17,15.2,3.1,5.4,.560,0.0,0.0,,3.1,5.4,.560,.560,0.9,1.1,.767,0.9,3.3,4.2,1.3,0.6,0.4,0.9,2.6,7.0,579,16.3,.586,.000,.208,6.3,25.2,15.5,13.4,1.8,2.3,13.4,19.6,,0.7,0.7,1.4,.120,,-2.2,1.1,-1.1,0.1,,,NO
Shai Gilgeous-Alexander,SG,21,OKC,63,63,35.1,7.0,14.8,.473,1.2,3.5,.351,5.8,11.3,.511,.514,4.0,5.0,.801,0.7,5.4,6.1,3.3,1.1,0.7,1.9,1.7,19.3,2214,17.8,.566,.237,.339,2.3,16.4,9.6,14.8,1.5,1.7,9.8,23.7,,2.9,2.6,5.5,.120,,1.4,0.2,1.6,2.0,,,NO
Rudy Gobert,C,27,UTA,62,62,34.5,5.7,8.2,.698,0.0,0.0,,5.7,8.2,.698,.698,3.7,5.9,.621,3.4,10.3,13.7,1.5,0.8,2.0,1.9,3.2,15.1,2142,21.7,.700,.000,.725,11.3,31.3,21.8,6.5,1.1,4.8,15.2,16.1,,6.0,4.0,10.0,.225,,1.8,1.9,3.7,3.1,Rudy Gobert,2020.0,YES
Brandon Goodwin,PG,24,ATL,34,1,12.6,2.2,5.6,.400,0.8,2.6,.299,1.5,3.0,.485,.468,0.8,0.9,.933,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3,6.1,430,11.7,.507,.458,.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,,-0.1,0.2,0.1,.013,,-1.5,-1.3,-2.9,-0.1,,,NO
Aaron Gordon,PF,24,ORL,58,58,33.0,5.4,12.5,.433,1.2,3.9,.301,4.2,8.6,.492,.479,2.4,3.5,.675,1.8,5.8,7.6,3.7,0.9,0.6,1.6,2.0,14.4,1914,14.8,.511,.311,.280,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,,1.2,2.2,3.3,.084,,-0.3,0.1,-0.3,0.8,,,NO
Eric Gordon,SG,31,HOU,34,13,28.6,4.8,12.9,.370,2.7,8.5,.319,2.1,4.4,.467,.475,2.3,3.0,.757,0.2,1.7,1.9,1.5,0.6,0.4,1.1,2.0,14.5,972,10.5,.511,.658,.235,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,,0.2,0.5,0.7,.037,,-1.6,-2.0,-3.6,-0.4,,,NO
Devonte' Graham,PG,24,CHO,63,53,35.1,5.8,15.3,.382,3.5,9.3,.373,2.4,6.0,.397,.495,3.0,3.7,.820,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,2211,15.8,.537,.607,.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.5,0.9,3.4,.073,,2.6,-2.1,0.5,1.4,,,NO
Treveon Graham,SG,26,TOT,55,20,16.9,1.6,4.4,.360,0.6,2.2,.275,1.0,2.2,.443,.428,0.7,1.0,.643,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9,4.4,929,6.6,.456,.496,.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,,-0.2,0.4,0.2,.009,,-4.5,-1.1,-5.5,-0.8,,,NO
Treveon Graham,SG,26,MIN,33,20,20.1,1.9,5.3,.354,0.6,2.5,.241,1.3,2.8,.457,.411,0.8,1.1,.730,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0,5.2,663,6.0,.447,.474,.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,,-0.2,0.3,0.0,.003,,-5.0,-0.8,-5.8,-0.6,,,NO
Treveon Graham,SG,26,ATL,22,0,12.1,1.1,3.0,.373,0.6,1.7,.351,0.5,1.4,.400,.470,0.4,0.9,.474,1.0,1.3,2.3,0.7,0.3,0.2,0.5,1.6,3.3,266,8.0,.478,.552,.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,,0.0,0.1,0.1,.022,,-3.2,-1.7,-4.9,-0.2,,,NO
Jerami Grant,PF,25,DEN,64,22,26.2,4.1,8.7,.471,1.4,3.4,.400,2.7,5.3,.518,.550,2.0,2.7,.744,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,11.6,1676,14.2,.585,.394,.308,3.5,11.6,7.5,6.7,1.3,2.9,8.0,17.8,,2.4,1.7,4.0,.116,,-0.1,-0.4,-0.4,0.7,,,NO
Josh Gray,PG,26,NOP,2,0,11.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,23,-5.0,.500,.000,.000,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.4,,-0.1,0.0,-0.1,-0.224,,-11.3,-4.7,-16.0,-0.1,,,NO
Danny Green,SG,32,LAL,61,61,25.1,2.9,7.0,.419,1.9,4.9,.378,1.1,2.1,.516,.552,0.5,0.7,.727,0.7,2.7,3.4,1.4,1.2,0.5,0.9,2.1,8.2,1529,11.1,.564,.704,.104,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,,1.1,2.4,3.4,.108,,-0.8,1.7,0.9,1.1,,,NO
Draymond Green,PF,29,GSW,43,43,28.4,2.9,7.3,.389,0.8,3.0,.279,2.0,4.3,.465,.446,1.5,1.9,.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,1222,12.6,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.0,1.9,-0.2,0.6,,,NO
JaMychal Green,PF,29,LAC,55,0,20.5,2.3,5.5,.414,1.3,3.7,.363,0.9,1.8,.520,.536,0.6,0.8,.727,1.4,5.0,6.3,0.8,0.5,0.4,0.8,2.7,6.5,1130,10.8,.554,.675,.146,7.0,24.3,15.9,5.1,1.0,1.6,12.3,13.5,,0.8,1.8,2.6,.111,,-1.4,0.6,-0.8,0.3,,,NO
Javonte Green,SF,26,BOS,44,1,9.4,1.1,2.2,.500,0.1,0.5,.261,1.0,1.7,.573,.531,0.5,0.8,.639,0.4,1.4,1.8,0.5,0.5,0.2,0.4,0.8,2.9,414,12.3,.558,.235,.367,4.7,15.9,10.4,7.6,2.7,1.6,13.7,13.6,,0.3,0.7,1.0,.112,,-2.4,1.8,-0.6,0.1,,,NO
Jeff Green,PF,33,TOT,40,2,18.9,2.9,6.5,.444,1.2,3.5,.348,1.7,3.1,.553,.536,1.4,1.8,.781,0.6,2.3,2.8,0.8,0.5,0.4,0.9,1.6,8.4,754,12.8,.575,.529,.280,3.4,12.5,8.1,6.2,1.3,1.7,10.9,18.9,,0.6,0.8,1.4,.089,,-0.4,0.0,-0.5,0.3,,,NO
Jeff Green,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,553,10.1,.523,.533,.323,2.9,12.7,8.0,5.2,1.1,1.5,10.8,19.8,,0.0,0.6,0.6,.048,,-1.8,-0.2,-2.0,0.0,,,NO
Jeff Green,PF,33,HOU,10,0,20.1,4.1,6.6,.621,1.4,3.4,.412,2.7,3.2,.844,.727,0.8,1.0,.800,0.9,2.3,3.2,1.2,0.9,0.5,0.9,1.9,10.4,201,20.0,.739,.515,.152,4.7,12.1,8.3,9.2,2.1,2.1,11.3,16.3,,0.6,0.2,0.8,.201,,3.5,0.4,3.9,0.3,,,NO
Blake Griffin,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.2,-0.1,-0.012,,-1.7,-2.6,-4.2,-0.3,,,NO
Marko Guduric,SG,24,MEM,42,0,11.3,1.5,3.7,.396,0.6,1.9,.309,0.9,1.7,.493,.477,0.5,0.6,.920,0.3,1.4,1.7,1.1,0.3,0.2,0.9,0.8,4.0,476,8.8,.515,.526,.162,3.1,12.3,7.8,12.4,1.2,1.5,17.9,17.6,,-0.2,0.4,0.1,.012,,-2.6,-0.8,-3.4,-0.2,,,NO
Kyle Guy,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,9.8,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.022,,-1.3,-2.8,-4.1,0.0,,,NO
Rui Hachimura,PF,21,WAS,41,41,29.7,5.3,11.1,.478,0.5,1.8,.274,4.8,9.3,.517,.500,2.2,2.7,.829,1.5,4.5,6.0,1.7,0.8,0.2,1.0,2.2,13.4,1217,13.9,.543,.160,.243,5.5,17.4,11.2,8.3,1.3,0.5,7.5,18.7,,1.3,0.4,1.7,.066,,-1.1,-1.9,-3.0,-0.3,,,NO
Devon Hall,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0,20,3.6,.370,.400,.800,0.0,5.4,2.8,19.1,0.0,0.0,12.9,17.1,,0.0,0.0,0.0,-0.064,,-6.2,-3.6,-9.7,0.0,,,NO
Donta Hall,PF,22,DET,4,0,12.0,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,1.0,1.5,.667,1.5,2.3,3.8,0.5,0.3,0.3,0.5,2.3,1.5,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,,0.0,0.0,0.1,.067,,-5.6,-1.4,-7.1,-0.1,,,NO
Dusty Hannahs,SG,26,MEM,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0,13,21.3,.607,.333,.222,0.0,7.9,4.0,0.0,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,.146,,5.2,-2.1,3.1,0.0,,,NO
Tim Hardaway Jr.,SG,27,DAL,63,50,28.8,5.5,12.6,.437,2.9,7.2,.407,2.6,5.3,.478,.554,1.9,2.4,.801,0.4,2.8,3.1,2.0,0.6,0.1,1.0,1.7,15.8,1815,15.0,.581,.574,.191,1.4,9.9,5.7,10.2,1.0,0.2,6.6,21.7,,3.1,1.1,4.2,.111,,1.5,-1.2,0.4,1.1,,,NO
James Harden,SG,30,HOU,61,61,36.7,9.9,22.7,.435,4.4,12.6,.352,5.4,10.1,.538,.533,10.1,11.8,.861,1.0,5.3,6.4,7.4,1.7,0.9,4.5,3.4,34.4,2241,28.4,.616,.555,.519,3.0,15.3,9.1,34.4,2.2,2.0,13.8,36.4,,8.7,2.7,11.5,.245,,7.9,1.2,9.0,6.3,James Harden,2020.0,YES
Maurice Harkless,SF,26,TOT,62,48,23.0,2.3,4.6,.502,0.5,1.6,.347,1.7,3.0,.584,.562,0.6,1.1,.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8,1427,9.7,.572,.346,.233,4.1,13.3,8.7,6.3,1.9,2.0,14.5,10.7,,0.8,1.9,2.7,.090,,-2.6,1.9,-0.8,0.5,,,NO
Maurice Harkless,SF,26,LAC,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5,1141,9.6,.584,.336,.194,4.4,13.5,9.0,5.5,2.0,2.3,16.3,10.3,,0.5,1.7,2.3,.096,,-2.5,2.4,-0.1,0.6,,,NO
Maurice Harkless,SF,26,NYK,12,10,23.8,2.5,5.5,.455,0.6,2.1,.280,1.9,3.4,.561,.508,1.3,2.0,.625,0.7,2.7,3.3,1.7,0.8,0.3,0.6,2.3,6.8,286,10.1,.536,.379,.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,,0.3,0.2,0.4,.069,,-3.1,-0.3,-3.5,-0.1,,,NO
Jared Harper,PG,22,PHO,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8,-5.3,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.253,,-10.2,-5.7,-15.8,0.0,,,NO
Montrezl Harrell,C,26,LAC,63,2,27.8,7.5,12.9,.580,0.0,0.3,.000,7.5,12.6,.593,.580,3.7,5.6,.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6,1749,23.1,.607,.022,.432,9.9,16.2,13.1,10.3,1.1,3.6,10.1,25.5,,4.5,2.5,7.0,.193,,2.4,0.5,2.9,2.2,,,NO
Gary Harris,SG,25,DEN,56,55,31.8,3.9,9.3,.420,1.3,3.8,.333,2.6,5.5,.479,.487,1.3,1.6,.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4,1780,9.7,.519,.405,.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,,0.5,1.7,2.2,.059,,-2.8,0.4,-2.4,-0.2,,,NO
Joe Harris,SF,28,BRK,63,63,30.9,5.3,11.2,.471,2.4,5.9,.412,2.9,5.3,.536,.579,1.0,1.3,.747,1.0,3.4,4.3,2.1,0.6,0.3,1.5,2.2,13.9,1946,12.7,.592,.523,.118,3.3,10.9,7.2,10.3,0.9,0.7,11.1,17.9,,2.1,1.7,3.8,.094,,0.0,-0.5,-0.5,0.8,,,NO
Tobias Harris,PF,27,PHI,65,65,34.5,7.6,16.1,.472,1.8,5.0,.362,5.8,11.1,.521,.528,2.4,2.9,.806,0.8,5.9,6.8,3.2,0.8,0.5,1.5,2.3,19.4,2243,16.8,.557,.309,.183,2.7,19.0,10.8,14.6,1.1,1.3,7.9,23.6,,3.0,2.6,5.6,.120,,1.0,-0.4,0.6,1.5,,,NO
Shaquille Harrison,SF,26,CHI,43,10,11.3,1.8,3.8,.467,0.4,1.0,.381,1.4,2.9,.496,.515,0.9,1.2,.780,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9,484,17.8,.559,.255,.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,,0.8,0.8,1.5,.153,,0.4,2.4,2.8,0.6,,,NO
Josh Hart,SF,24,NOP,57,14,27.4,3.5,8.4,.416,1.9,5.7,.342,1.6,2.7,.571,.531,1.2,1.6,.747,0.9,5.5,6.5,1.6,1.0,0.4,1.1,2.5,10.2,1563,11.7,.556,.676,.189,3.6,21.4,12.5,8.0,1.7,1.1,11.1,15.3,,1.0,1.7,2.7,.083,,-1.2,0.6,-0.6,0.6,,,NO
Isaiah Hartenstein,C,21,HOU,23,2,11.6,1.9,2.9,.657,0.0,0.2,.000,1.9,2.7,.710,.657,0.8,1.2,.679,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8,4.7,266,18.7,.674,.075,.418,11.4,24.2,17.7,9.8,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.191,,-0.9,1.3,0.4,0.2,,,NO
Udonis Haslem,PF,39,MIA,3,0,7.0,0.3,2.0,.167,0.0,0.7,.000,0.3,1.3,.250,.167,1.0,1.3,.750,0.0,2.7,2.7,0.3,0.0,0.0,0.0,1.0,1.7,21,3.0,.322,.333,.667,0.0,41.0,21.4,6.2,0.0,0.0,0.0,16.3,,0.0,0.0,0.0,-0.032,,-9.7,-3.0,-12.7,-0.1,,,NO
Jaxson Hayes,C,19,NOP,56,12,17.0,2.8,4.2,.660,0.0,0.1,.250,2.8,4.1,.667,.662,1.9,3.1,.630,1.5,2.5,4.0,0.9,0.4,0.9,0.7,2.5,7.5,951,17.8,.675,.017,.736,9.0,15.7,12.3,7.5,1.1,4.6,11.6,15.1,,2.5,1.0,3.5,.176,,-0.8,0.8,0.1,0.5,,,NO
Gordon Hayward,SF,29,BOS,45,45,33.4,6.8,13.5,.502,1.6,4.2,.392,5.1,9.3,.553,.563,2.1,2.5,.847,1.0,5.5,6.5,4.1,0.8,0.4,1.8,1.8,17.3,1501,18.2,.593,.311,.183,3.2,17.6,10.5,19.0,1.1,1.2,10.8,20.9,,3.1,1.9,5.0,.160,,2.6,0.3,2.9,1.8,,,NO
John Henson,PF,29,TOT,40,8,15.0,2.4,4.3,.556,0.2,0.9,.222,2.2,3.4,.644,.579,0.6,1.2,.500,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5,600,17.0,.578,.211,.269,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,,0.6,0.8,1.4,.109,,-1.1,2.1,1.0,0.5,,,NO
John Henson,PF,29,CLE,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0,412,16.9,.539,.258,.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,,0.4,0.5,0.9,.109,,-1.1,2.3,1.1,0.3,,,NO
John Henson,PF,29,DET,11,6,17.1,3.1,4.6,.667,0.2,0.5,.400,2.9,4.2,.696,.686,0.5,1.2,.462,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1,6.9,188,17.1,.670,.098,.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,,0.2,0.2,0.4,.110,,-1.1,1.7,0.6,0.1,,,NO
Dewan Hernandez,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0,11,4.2,.340,.200,.400,19.6,47.0,33.6,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.003,,-18.3,-3.0,-21.3,-0.1,,,NO
Juan Hernangómez,PF,24,TOT,48,14,17.4,2.1,5.1,.405,0.9,2.7,.341,1.2,2.5,.475,.494,0.9,1.5,.620,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3,6.0,833,10.4,.518,.522,.287,5.5,20.4,12.8,6.6,1.1,1.0,10.3,15.7,,0.2,0.7,1.0,.055,,-2.2,-1.1,-3.3,-0.3,,,NO
Juan Hernangómez,PF,24,DEN,34,0,12.4,1.1,3.2,.345,0.4,1.8,.250,0.7,1.5,.460,.414,0.5,0.7,.640,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1,422,6.9,.442,.545,.227,6.3,18.7,12.5,6.7,0.6,1.1,12.9,14.3,,-0.2,0.4,0.1,.014,,-4.0,-1.1,-5.2,-0.3,,,NO
Juan Hernangómez,PF,24,MIN,14,14,29.4,4.4,9.8,.453,2.1,4.9,.420,2.4,4.9,.485,.558,2.0,3.3,.609,1.4,5.9,7.3,1.3,1.0,0.3,1.0,2.5,12.9,411,14.1,.576,.504,.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,,0.5,0.4,0.8,.098,,-0.4,-1.0,-1.4,0.1,,,NO
Willy Hernangómez,C,25,CHO,31,0,12.1,2.4,4.5,.532,0.2,0.7,.227,2.2,3.8,.590,.550,1.2,1.9,.627,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,6.1,375,19.2,.576,.158,.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,,0.4,0.4,0.8,.107,,0.6,-0.5,0.1,0.2,,,NO
Tyler Herro,SG,20,MIA,47,6,27.2,4.7,11.3,.414,2.1,5.4,.391,2.6,5.9,.434,.507,1.4,1.7,.835,0.3,3.7,4.0,1.9,0.6,0.1,1.5,1.3,12.9,1280,11.4,.534,.476,.148,1.3,14.6,8.2,11.1,1.1,0.5,11.3,22.0,,-0.3,1.1,0.9,.033,,-1.0,-1.3,-2.3,-0.1,,,NO
Kevin Hervey,PF,23,OKC,7,0,2.7,0.1,1.6,.091,0.0,1.1,.000,0.1,0.4,.333,.091,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.3,19,-14.9,.091,.727,.000,0.0,11.3,5.8,6.7,0.0,0.0,0.0,25.5,,-0.2,0.0,-0.2,-0.471,,-13.4,-6.5,-19.9,-0.1,,,NO
Mario Hezonja,PF,24,POR,47,4,16.3,1.7,4.0,.429,0.4,1.4,.328,1.3,2.7,.480,.484,0.9,1.1,.824,0.6,2.9,3.4,0.9,0.6,0.2,0.8,2.0,4.8,767,9.5,.532,.339,.270,3.6,18.1,10.9,7.2,1.7,1.0,14.9,13.7,,0.1,0.6,0.7,.046,,-3.1,0.2,-2.9,-0.2,,,NO
Buddy Hield,SG,27,SAC,64,44,32.0,7.1,16.6,.429,3.8,9.7,.395,3.3,6.9,.477,.544,1.8,2.0,.855,0.9,3.9,4.8,3.1,0.9,0.3,2.3,2.3,19.8,2045,16.3,.566,.582,.123,3.1,14.1,8.4,15.8,1.4,0.8,11.8,27.1,,1.6,1.5,3.1,.074,,2.6,-1.3,1.4,1.7,,,NO
